  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
12:38:17   0.0   0.0   0.0 100.0   0.0    1     48     64   0.00E  46.00  45.00
12:38:18   5.5   0.0   7.0  83.4   4.0    2   1608   1066   0.00E  47.00  46.00
12:38:18   5.8   0.0  11.6  47.1  35.4    2  26764  19666   0.00E  47.00  46.00
12:38:19  10.9   0.0  10.4  67.7  10.9    2  32874  24478   0.00E  47.00  46.00
12:38:19   4.6   0.0   7.7  85.6   2.1    1  31220  24266   0.00E  46.00  46.00
12:38:20   1.1   0.0   3.7  91.6   3.7    1  31368  24442   0.00E  47.00  46.00
12:38:20  28.6   0.0  15.7  53.5   2.2    2  37674  23190   0.00E  48.00  47.00
12:38:21  11.3   0.0  16.9  71.8   0.0    3  43856  30104   0.00E  48.00  47.00
12:38:21   6.1   0.0   6.1  87.8   0.0    2  42516  28474   0.00E  47.00  47.00
12:38:22   6.7   0.0   5.1  88.2   0.0    3  43668  29752   0.00E  47.00  47.00
12:38:22   7.3   0.0   3.4  89.3   0.0    2  42906  30146   0.00E  47.00  47.00
12:38:23   6.7   0.0   6.1  87.2   0.0    4  43740  28316   0.00E  47.00  47.00
12:38:23   6.2   0.0   4.5  89.3   0.0    2  44036  28220   0.00E  47.00  47.00
12:38:24   7.8   0.0   5.0  87.2   0.0    3  43402  29104   0.00E  47.00  47.00
12:38:24   9.9   0.0   7.8  81.8   0.5    3  42706  29458   0.00E  47.00  47.00
12:38:25   8.3   0.0   5.0  86.7   0.0    4  43190  30530   0.00E  48.00  47.00
12:38:25   8.8   0.0   4.9  86.3   0.0    2  42442  30286   0.00E  47.00  47.00
12:38:26  10.0   0.0   4.4  85.6   0.0    3  42962  30400   0.00E  48.00  47.00
12:38:26  11.2   0.0  14.0  74.9   0.0    2  43218  28926   0.00E  48.00  47.00
12:38:27   8.8   0.0   4.4  86.7   0.0    3  44340  30430   0.00E  47.00  47.00
12:38:27   8.6   0.0   7.5  84.0   0.0    2  42564  29728   0.00E  47.00  47.00
12:38:28   7.1   0.0   7.1  85.9   0.0    3  43206  28478   0.00E  48.00  47.00
12:38:28   8.7   0.0   6.0  85.3   0.0    7  43380  30086   0.00E  47.00  47.00
12:38:29   9.6   0.0   7.0  83.4   0.0    4  43870  28764   0.00E  48.00  47.00
12:38:29   6.7   0.0   5.6  87.7   0.0    6  42804  28628   0.00E  48.00  47.00
12:38:30   7.9   0.0   4.5  87.6   0.0    3  42974  29644   0.00E  47.00  47.00
12:38:30   9.2   0.0   5.4  85.3   0.0    4  42690  30230   0.00E  47.00  47.00
12:38:31   9.8   0.0   4.4  85.8   0.0    5  43198  31386   0.00E  48.00  47.00
12:38:31  15.6   0.0  14.5  69.9   0.0    7  42422  27690   0.00E  48.00  47.00
12:38:32  10.3   0.0   5.4  84.3   0.0    4  43876  28354   0.00E  48.00  47.00
12:38:32   8.7   0.0   5.4  85.9   0.0    2  42540  29400   0.00E  47.00  47.00
12:38:33   9.8   0.0   4.4  85.8   0.0    3  43328  30226   0.00E  47.00  47.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
12:38:33  10.2   0.0   5.4  84.4   0.0    8  43278  31440   0.00E  47.00  47.00
12:38:34   9.7   0.0   6.5  83.9   0.0    1  38256  26802   0.00E  47.00  47.00
12:38:34   0.0   0.0   0.5  99.5   0.0    1    188    156   0.00E  47.00  46.00
12:38:35   0.0   0.0   0.5  99.5   0.0    1    140    140   0.00E  47.00  47.00
12:38:35   0.0   0.0   0.0 100.0   0.0    1    120    116   0.00E  47.00  46.00
12:38:36   0.0   0.0   0.5  99.5   0.0    1   1044   1248   0.00E  46.00  46.00
12:38:36   0.0   0.0   0.5  99.5   0.0    1    266    220   0.00E  47.00  46.00
12:38:37   3.5   0.0   7.6  88.9   0.0    1    816    852   0.00E  46.00  46.00
12:38:37   0.0   0.0   0.5  99.5   0.0    1     96    110   0.00E  46.00  46.00
12:38:38   0.0   0.0   0.5  99.5   0.0    1    378    244   0.00E  46.00  46.00
12:38:38   0.0   0.0   0.0 100.0   0.0    1   1530   1478   0.00E  46.00  46.00
12:38:39   0.5   0.0   0.0  99.5   0.0    1    206    204   0.00E  46.00  46.00
12:38:39   0.0   0.0   0.0 100.0   0.0    1    120    126   0.00E  46.00  46.00
12:38:40   0.5   0.0   0.0  99.5   0.0    1     58     62   0.00E  46.00  46.00
12:38:40   0.0   0.0   0.0 100.0   0.0    1    104     94   0.00E  46.00  45.00
12:38:41   0.0   0.0   0.0  99.5   0.5    1     90     96   0.00E  46.00  46.00
12:38:41   0.0   0.0   0.0 100.0   0.0    1     92     86   0.00E  46.00  45.00
12:38:42   3.6   0.0   7.6  88.8   0.0    1    858    898   0.00E  46.00  46.00
12:38:42   0.0   0.0   0.0 100.0   0.0    1    110    100   0.00E  46.00  45.00
12:38:43   0.0   0.0   0.0 100.0   0.0    1    340    204   0.00E  46.00  46.00
