Running for 2285.0 seconds (4570 samples at 0.5 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
12:22:49   0.0   0.0   0.5  99.5   0.0    1     52     80   0.00E  45.00  45.00
12:22:49   0.5   0.0   0.0  99.5   0.0    1    422    256   0.00E  45.00  45.00
12:22:50   3.0   0.0   7.1  86.9   3.0    1  25102  16406   0.00E  45.00  45.00
12:22:50   0.5   0.0   4.1  95.3   0.0    1  30404  23940   0.00E  45.00  45.00
12:22:51   0.0   0.0   3.7  95.8   0.5    1  30742  22494   0.00E  46.00  45.00
12:22:51   0.5   0.0   4.7  94.8   0.0    1  31406  22642   0.00E  46.00  45.00
12:22:52   1.0   0.0   3.1  95.8   0.0    1  30890  22348   0.00E  45.00  45.00
12:22:52   0.5   0.0   4.1  95.3   0.0    2  31086  19890   0.00E  45.00  45.00
12:22:53   0.0   0.0   6.1  93.9   0.0    1  30594  20962   0.00E  45.00  45.00
12:22:53   1.0   0.0   5.6  93.4   0.0    1  30962  20726   0.00E  45.00  45.00
12:22:54   1.0   0.0   4.6  94.3   0.0    3  30516  21044   0.00E  45.00  45.00
12:22:54   0.5   0.0   4.1  95.3   0.0    1  30392  22002   0.00E  45.00  45.00
12:22:55   1.0   0.0   4.7  94.3   0.0    2  31128  20680   0.00E  46.00  45.00
12:22:55   0.5   0.0   2.6  96.8   0.0    2  30860  21658   0.00E  46.00  45.00
12:22:56   1.1   0.0   2.1  96.8   0.0    1  31444  21282   0.00E  45.00  45.00
12:22:56   0.5   0.0   3.2  96.3   0.0    1  31666  22264   0.00E  46.00  45.00
12:22:57   2.0   0.0   4.1  93.9   0.0    1  30874  23754   0.00E  46.00  45.00
12:22:57   0.5   0.0   3.2  96.3   0.0    1  30754  22712   0.00E  46.00  45.00
12:22:58   0.5   0.0   4.1  95.3   0.0    1  30878  22096   0.00E  46.00  45.00
12:22:58   0.5   0.0   3.7  95.8   0.0    1  30564  24490   0.00E  46.00  45.00
12:22:59   0.5   0.0   4.1  95.3   0.0    2  31054  22124   0.00E  46.00  45.00
12:22:59   0.5   0.0   4.2  95.3   0.0    2  30978  23186   0.00E  46.00  45.00
12:23:00   0.5   0.0   4.6  94.8   0.0    1  30996  21708   0.00E  46.00  45.00
12:23:00   1.0   0.0   3.6  95.3   0.0    1  30544  21846   0.00E  46.00  45.00
12:23:01   0.5   0.0   5.2  94.3   0.0    1  31360  20724   0.00E  46.00  45.00
12:23:01   0.5   0.0   4.1  95.3   0.0    1  31280  21122   0.00E  46.00  45.00
12:23:02   0.5   0.0   2.6  96.8   0.0    1  31650  21054   0.00E  46.00  45.00
12:23:02   0.0   0.0   4.2  95.8   0.0    2  30872  22222   0.00E  46.00  46.00
12:23:03   0.5   0.0   3.1  96.3   0.0    1  30952  21996   0.00E  46.00  45.00
12:23:03   0.5   0.0   3.7  95.8   0.0    1  30566  24504   0.00E  46.00  45.00
12:23:04   0.0   0.0   3.2  96.8   0.0    1  30712  24586   0.00E  46.00  45.00
12:23:04   1.0   0.0   3.6  95.3   0.0    1  30440  24448   0.00E  46.00  46.00
12:23:05   0.5   0.0   3.6  95.8   0.0    1  30792  24592   0.00E  46.00  46.00
12:23:05   0.5   0.0   3.7  95.8   0.0    2  27068  21704   0.00E  46.00  45.00
12:23:06   0.0   0.0   1.0  98.5   0.5    2    512    370   0.00E  46.00  45.00
12:23:06   0.0   0.0   0.5  99.5   0.0    1   1200   1186   0.00E  46.00  45.00
12:23:07   0.5   0.0   0.0  99.5   0.0    1    352    316   0.00E  46.00  45.00
12:23:07   0.0   0.0   0.5  99.5   0.0    1    148    140   0.00E  45.00  45.00
12:23:08   0.0   0.0   1.0  99.0   0.0    2    424    306   0.00E  46.00  45.00
12:23:08   0.0   0.0   0.0 100.0   0.0    2    104    108   0.00E  45.00  45.00
12:23:09   0.0   0.0   0.5  99.5   0.0    2    136    120   0.00E  45.00  45.00
12:23:09   0.0   0.0   0.5  99.5   0.0    2    186    170   0.00E  45.00  45.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
12:23:10   0.0   0.0   0.0 100.0   0.0    1    132    112   0.00E  45.00  45.00
12:23:10   0.0   0.0   0.5  99.5   0.0    2    126    116   0.00E  45.00  45.00
12:23:11   0.0   0.0   0.5  99.5   0.0    1    378    302   0.00E  46.00  45.00
12:23:11   0.5   0.0   0.5  99.0   0.0    1   1144   1082   0.00E  45.00  45.00
12:23:12   0.0   0.0   0.5  99.5   0.0    2    268    256   0.00E  46.00  45.00
12:23:12   0.0   0.0   0.5  99.5   0.0    2    138    130   0.00E  45.00  46.00
12:23:13   0.0   0.0   0.0 100.0   0.0    2     98     94   0.00E  45.00  45.00
12:23:13   0.0   0.0   0.5  99.5   0.0    2    216    160   0.00E  45.00  45.00
12:23:14   0.5   0.0   0.5  99.0   0.0    2    376    250   0.00E  46.00  45.00
12:23:14   0.0   0.0   0.5  99.5   0.0    1    140    148   0.00E  45.00  45.00
12:23:15   0.0   0.0   0.0 100.0   0.0    2    154    140   0.00E  45.00  45.00
12:23:15   0.0   0.0   0.0 100.0   0.0    1    138    118   0.00E  45.00  45.00
12:23:16   0.0   0.0   0.5  99.0   0.5    2    370    244   0.00E  45.00  45.00
12:23:16   0.0   0.0   0.5  99.5   0.0    2    322    288   0.00E  45.00  45.00
12:23:17   0.0   0.0   0.0 100.0   0.0    2    250    222   0.00E  45.00  45.00
12:23:17   0.0   0.0   0.5  99.5   0.0    2    162    156   0.00E  45.00  45.00
12:23:18   0.0   0.0   0.5  99.5   0.0    2    100    100   0.00E  45.00  45.00
12:23:18   0.0   0.0   0.5  99.5   0.0    2    148    134   0.00E  45.00  45.00
12:23:19   0.0   0.0   0.5  99.5   0.0    2    110    108   0.00E  45.00  45.00
12:23:19   0.0   0.0   0.5  99.5   0.0    2    114    110   0.00E  45.00  45.00
12:23:20   0.0   0.0   0.5  99.5   0.0    2    366    258   0.00E  46.00  45.00
12:23:20   0.5   0.0   0.0  99.5   0.0    1    754    860   0.00E  45.00  45.00
12:23:21   0.0   0.0   0.5  99.5   0.0    1    242    198   0.00E  45.00  45.00
12:23:21   0.0   0.0   0.5  99.5   0.0    2    562    532   0.00E  45.00  45.00
12:23:22   0.0   0.0   0.0 100.0   0.0    2    228    206   0.00E  45.00  45.00
12:23:22   0.0   0.0   0.5  99.5   0.0    2    138    142   0.00E  45.00  45.00
12:23:23   0.0   0.0   0.5  99.5   0.0    1    186    168   0.00E  45.00  45.00
12:23:23   0.5   0.0   0.0  99.5   0.0    2    218    202   0.00E  45.00  45.00
12:23:24   0.0   0.0   0.0 100.0   0.0    1    106    126   0.00E  45.00  45.00
12:23:24   0.0   0.0   0.5  99.5   0.0    2    136    134   0.00E  45.00  45.00
12:23:25   0.0   0.0   0.5  99.5   0.0    2    120    108   0.00E  45.00  45.00
12:23:25   0.0   0.0   0.0 100.0   0.0    2    124    112   0.00E  45.00  45.00
12:23:26   0.0   0.0   0.5  99.5   0.0    1    490    336   0.00E  45.00  45.00
12:23:26   0.5   0.0   0.0  99.5   0.0    1    436    378   0.00E  45.00  45.00
12:23:27   0.0   0.0   0.5  99.5   0.0    2    270    260   0.00E  45.00  45.00
12:23:27   0.0   0.0   0.0 100.0   0.0    2    114    116   0.00E  45.00  45.00
12:23:28   0.0   0.0   0.5  99.5   0.0    2    104    104   0.00E  45.00  45.00
12:23:28   0.0   0.0   0.5  99.5   0.0    1    152    152   0.00E  45.00  45.00
12:23:29   0.0   0.0   0.5  99.5   0.0    2    240    220   0.00E  45.00  45.00
12:23:29   0.0   0.0   0.5  99.5   0.0    2    210    174   0.00E  46.00  45.00
12:23:30   0.5   0.0   0.0  99.5   0.0    2    158    154   0.00E  46.00  45.00
12:23:30   0.0   0.0   0.5  99.0   0.5    1    382    324   0.00E  46.00  45.00
12:23:31   0.0   0.0   0.5  99.5   0.0    2    196    162   0.00E  45.00  45.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
12:23:31   0.0   0.0   0.0 100.0   0.0    1    846    796   0.00E  45.00  45.00
12:23:32   0.0   0.0   0.5  99.5   0.0    1    606    564   0.00E  45.00  45.00
12:23:32   0.5   0.0   0.0  99.5   0.0    2    118    116   0.00E  45.00  45.00
12:23:33   0.0   0.0   0.5  99.5   0.0    2    166    160   0.00E  45.00  45.00
12:23:33   0.0   0.0   0.5  99.5   0.0    2     98    100   0.00E  45.00  45.00
12:23:34   0.0   0.0   0.5  99.5   0.0    1    146    144   0.00E  45.00  45.00
12:23:34   0.0   0.0   0.0 100.0   0.0    2     78     98   0.00E  45.00  45.00
12:23:35   0.0   0.0   1.0  98.5   0.5    2    280    222   0.00E  45.00  45.00
12:23:35   0.0   0.0   0.0 100.0   0.0    2    378    342   0.00E  45.00  45.00
12:23:36   0.0   0.0   0.0 100.0   0.0    2    180    146   0.00E  45.00  45.00
12:23:36   0.5   0.0   0.5  99.0   0.0    2    180    164   0.00E  45.00  45.00
12:23:37   0.0   0.0   0.5  99.5   0.0    2    434    362   0.00E  45.00  45.00
12:23:37   0.0   0.0   0.5  99.5   0.0    2    202    202   0.00E  45.00  45.00
12:23:38   0.0   0.0   0.0 100.0   0.0    2    454    326   0.00E  46.00  45.00
