  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
10:33:42   0.0   0.0   0.5  99.5   0.0    1    218    192   0.00E  45.00  45.00
10:33:42   6.9   0.0  10.1  66.0  17.0    2  21270  16094   0.00E  46.00  45.00
10:33:43  11.0   0.0   9.9  68.6  10.5    2  32746  23548   0.00E  46.00  45.00
10:33:43   5.7   0.0   6.2  85.5   2.6    1  31000  20716   0.00E  46.00  45.00
10:33:44   1.5   0.0   6.1  92.4   0.0    1  30500  21650   0.00E  46.00  45.00
10:33:44  28.9   0.0   6.7  63.4   1.0    3  33144  22380   0.00E  47.00  46.00
10:33:45  35.5   0.0   7.4  57.1   0.0    2  34700  24638   0.00E  47.00  46.00
10:33:45  34.1   0.0   8.8  57.1   0.0    3  33516  23998   0.00E  47.00  46.00
10:33:46  35.4   0.0   9.1  55.5   0.0    3  33748  23908   0.00E  47.00  46.00
10:33:46  36.6   0.0   4.1  59.3   0.0    3  34084  24420   0.00E  47.00  46.00
10:33:47  34.7   0.0   8.4  56.9   0.0    2  33508  23988   0.00E  47.00  46.00
10:33:47  33.7   0.0   9.4  56.9   0.0    3  33414  23580   0.00E  47.00  47.00
10:33:48  36.0   0.0   6.1  57.9   0.0    5  33110  22400   0.00E  47.00  47.00
10:33:48  36.9   0.0   4.5  58.1   0.5    3  34838  24222   0.00E  48.00  47.00
10:33:49  35.4   0.0   6.6  58.1   0.0    7  33776  23334   0.00E  47.00  47.00
10:33:49  36.7   0.0   5.5  57.8   0.0    3  35286  25000   0.00E  48.00  47.00
10:33:50  35.9   0.0   6.1  58.1   0.0    2  33486  23650   0.00E  48.00  47.00
10:33:50  35.5   0.0   5.6  58.9   0.0    3  33928  23494   0.00E  48.00  47.00
10:33:51  34.2   0.0   4.8  61.0   0.0    2  32102  24170   0.00E  48.00  47.00
10:33:51  35.8   0.0   5.7  58.5   0.0    4  33720  25004   0.00E  48.00  47.00
10:33:52  35.5   0.0   6.5  58.0   0.0    6  33122  23862   0.00E  48.00  47.00
