Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
15:24:40   0.2   0.0   0.2  99.5   0.0    1    320    309   0.00E  59.00  58.00
15:24:41  15.2   0.0   4.8  80.0   0.0    3   1697   1426   0.00E  60.00  59.00
15:24:42  10.4   0.0   2.0  87.6   0.0    2   1295   1343   0.00E  59.00  59.00
15:24:43  24.5   0.0   2.0  73.5   0.0    2   6803   4566   0.00E  60.00  59.00
15:24:44  20.3   0.0   7.1  72.6   0.0    2   5695   3828   0.00E  60.00  59.00
15:24:45  20.3   0.0   7.3  72.4   0.0    2   5694   3777   0.00E  60.00  59.00
15:24:46  21.9   0.0   4.9  72.9   0.2    2   5874   4047   0.00E  60.00  59.00
15:24:47  23.6   0.0   1.3  75.1   0.0    3   5695   3902   0.00E  60.00  59.00
15:24:48  24.1   0.0   1.0  74.9   0.0    2   6742   4878   0.00E  60.00  59.00
15:24:49  24.1   0.0   0.8  75.1   0.0    2   5728   3908   0.00E  60.00  59.00
15:24:50  23.3   0.0   2.5  74.2   0.0    2   5744   3779   0.00E  60.00  59.00
15:24:51  23.2   0.0   2.2  74.5   0.0    2   5891   3971   0.00E  61.00  60.00
15:24:52  23.6   0.0   1.5  74.9   0.0    2   5963   3875   0.00E  61.00  60.00
15:24:53  23.7   0.0   2.0  74.3   0.0    5   7131   4357   0.00E  60.00  59.00
15:24:54  24.8   0.0   1.2  73.9   0.0    2   6312   3680   0.00E  61.00  59.00
15:24:55  25.7   0.0   1.9  72.3   0.0    2   5963   3823   0.00E  60.00  59.00
15:24:56  23.5   0.0   2.7  73.8   0.0    2   5884   3924   0.00E  61.00  60.00
15:24:57  19.4   0.0   3.8  76.6   0.3    2   4200   2732   0.00E  60.00  59.00
15:24:58  14.5   0.0   5.8  79.8   0.0    3   1957   1670   0.00E  61.00  60.00
15:24:59  14.2   0.0   1.3  84.5   0.0    1   1647   1636   0.00E  60.00  60.00
15:25:00  23.3   0.0   1.6  75.1   0.0    1   5928   3749   0.00E  61.00  60.00
15:25:01  19.0   0.0   1.6  79.4   0.0    1   5820   3868   0.00E  61.00  60.00
15:25:02  18.1   0.0   1.1  80.9   0.0    1   6063   3863   0.00E  61.00  60.00
15:25:03  18.9   0.0   1.1  80.0   0.0    2   6663   4543   0.00E  61.00  59.00
15:25:04  19.7   0.0   0.8  79.5   0.0    1   6203   3901   0.00E  61.00  60.00
15:25:05  19.1   0.0   1.3  79.5   0.0    1   6089   3830   0.00E  60.00  60.00
15:25:06  19.6   0.0   0.8  79.6   0.0    1   5852   3827   0.00E  61.00  60.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
15:25:07  17.2   0.0   0.3  82.2   0.3    1   5987   3714   0.00E  60.00  60.00
15:25:08  18.8   0.0   0.8  80.4   0.0    1   6625   4350   0.00E  61.00  60.00
15:25:09  20.3   0.0   1.1  78.7   0.0    1   6099   3852   0.00E  61.00  60.00
15:25:10  20.3   0.0   1.1  78.7   0.0    1   5900   3960   0.00E  61.00  60.00
15:25:11  20.4   0.0   2.1  77.5   0.0    1   6104   3969   0.00E  61.00  60.00
15:25:12  21.5   0.0   1.8  75.9   0.8    1   6777   4670   0.00E  61.00  60.00
15:25:13  21.2   0.0   1.3  77.5   0.0    2   6582   4403   0.00E  61.00  60.00
15:25:14  20.2   0.0   2.3  77.5   0.0    2   4301   2792   0.00E  60.00  60.00
15:25:15  12.4   0.0   4.3  83.3   0.0    3   1087    846   0.00E  62.00  60.00
15:25:16  14.9   0.0   1.8  83.3   0.0    3   1589   1585   0.00E  61.00  59.00
15:25:17  24.0   0.0   1.0  74.9   0.0    2   6270   3706   0.00E  61.00  60.00
15:25:18  22.9   0.0   0.3  76.9   0.0    2   6284   4191   0.00E  61.00  60.00
15:25:19  22.5   0.0   0.8  76.5   0.3    2   5840   3735   0.00E  61.00  60.00
15:25:20  22.6   0.0   0.8  76.6   0.0    2   5762   3854   0.00E  61.00  60.00
15:25:21  22.1   0.0   1.0  76.9   0.0    2   5974   4031   0.00E  61.00  60.00
15:25:22  23.1   0.0   0.5  76.4   0.0    2   6446   4055   0.00E  61.00  60.00
15:25:23  23.2   0.0   2.0  74.8   0.0    2   6581   4673   0.00E  61.00  60.00
15:25:24  22.8   0.0   3.2  74.0   0.0    2   5836   4025   0.00E  61.00  60.00
15:25:25  22.0   0.0   5.3  72.7   0.0    2   5692   3923   0.00E  61.00  60.00
15:25:26  22.0   0.0   5.3  72.7   0.0    2   5772   3918   0.00E  61.00  60.00
15:25:27  22.5   0.0   3.7  73.8   0.0    2   6514   3986   0.00E  61.00  60.00
15:25:28  23.0   0.0   3.9  73.0   0.0    2   6766   4607   0.00E  61.00  60.00
15:25:29  22.8   0.0   4.8  72.4   0.0    2   5808   3989   0.00E  61.00  60.00
15:25:30  23.0   0.0   2.0  75.0   0.0    2   6381   4251   0.00E  61.00  60.00
15:25:31  22.3   0.0   3.5  74.2   0.0    2   4465   2900   0.00E  61.00  60.00
15:25:32   9.3   0.0   4.8  85.7   0.3    4    993    772   0.00E  61.00  60.00
15:25:33  16.3   0.0   2.3  81.4   0.0    1   2344   1957   0.00E  61.00  60.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
15:25:34  24.6   0.0   3.2  72.1   0.0    1   6252   3993   0.00E  61.00  60.00
15:25:35  22.9   0.0   4.1  72.9   0.0    2   5818   3981   0.00E  61.00  60.00
15:25:36  23.7   0.0   2.9  73.3   0.0    1   5997   3966   0.00E  61.00  60.00
15:25:37  22.5   0.0   3.7  73.8   0.0    1   5838   3994   0.00E  61.00  60.00
15:25:38  22.3   0.0   3.7  73.9   0.0    2   6796   4758   0.00E  61.00  60.00
15:25:39  21.6   0.0   1.8  76.6   0.0    1   5861   3939   0.00E  61.00  60.00
15:25:40  22.2   0.0   2.0  75.8   0.0    1   5834   4042   0.00E  61.00  61.00
15:25:41  22.7   0.0   1.8  75.5   0.0    1   6130   4075   0.00E  62.00  60.00
15:25:42  21.7   0.0   2.3  76.0   0.0    1   5829   3973   0.00E  61.00  60.00
15:25:43  23.2   0.0   1.5  75.1   0.3    2   6826   4582   0.00E  61.00  60.00
15:25:44  22.9   0.0   1.8  75.3   0.0    1   5816   3953   0.00E  61.00  60.00
