Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
14:30:04   0.5   0.0   0.2  99.0   0.2    2    276    256   0.00E  47.00  46.00\
14:30:05   2.8   0.0   0.5  96.8   0.0    1    404    371   0.00E  47.00  46.00\
14:30:06   0.5   0.0   0.2  99.0   0.2    1    394    319   0.00E  47.00  46.00\
14:30:07   0.0   0.0   0.3  99.7   0.0    2   1092   1027   0.00E  47.00  47.00\
14:30:08   0.2   0.0   0.5  99.3   0.0    2    258    242   0.00E  47.00  46.00\
14:30:09   0.5   0.0   0.2  99.3   0.0    2    235    209   0.00E  47.00  46.00\
14:30:10   0.3   0.0   0.0  99.7   0.0    2    221    183   0.00E  47.00  46.00\
14:30:11   0.2   0.0   0.5  99.2   0.0    2    338    303   0.00E  47.00  46.00\
14:30:12   0.3   0.0   0.3  99.5   0.0    2   1195   1106   0.00E  47.00  47.00\
14:30:13   0.2   0.0   0.2  99.5   0.0    2    283    261   0.00E  46.00  46.00\
14:30:14   0.2   0.0   0.2  99.5   0.0    2    254    218   0.00E  47.00  46.00\
14:30:15   0.2   0.0   0.2  99.5   0.0    1    211    194   0.00E  46.00  47.00\
14:30:16   0.2   0.0   0.2  99.2   0.2    2    375    272   0.00E  47.00  46.00\
14:30:17   0.0   0.0   0.5  99.5   0.0    2    735    506   0.00E  47.00  46.00\
14:30:18   0.2   0.0   0.2  99.5   0.0    2    397    314   0.00E  46.00  47.00\
14:30:19   7.8   0.0   2.3  88.7   1.3    2   1577   1109   0.00E  47.00  47.00\
14:30:20   0.0   0.0   0.3  99.7   0.0    1    194    186   0.00E  47.00  47.00\
14:30:21   0.0   0.0   0.2  99.8   0.0    1    281    219   0.00E  46.00  47.00\
14:30:22   0.0   0.0   0.5  99.5   0.0    1    719    462   0.00E  47.00  47.00\
14:30:23   0.2   0.0   0.2  99.5   0.0    1    152    142   0.00E  47.00  47.00\
14:30:24   0.0   0.0   0.3  99.7   0.0    2    273    209   0.00E  47.00  47.00\
14:30:25   0.0   0.0   0.2  99.8   0.0    2    172    151   0.00E  47.00  46.00\
14:30:26   0.0   0.0   0.5  99.5   0.0    1    207    197   0.00E  47.00  47.00\
14:30:27   0.0   0.0   0.2  99.8   0.0    2    702    469   0.00E  47.00  47.00\
14:30:28   0.2   0.0   0.2  99.5   0.0    1    161    141   0.00E  47.00  47.00\
14:30:29   0.0   0.0   0.2  99.8   0.0    2    159    147   0.00E  47.00  46.00\
14:30:30   0.0   0.0   0.5  99.5   0.0    2    295    241   0.00E  47.00  47.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
14:30:31   0.2   0.0   0.2  99.3   0.2    2    320    238   0.00E  46.00  46.00\
14:30:32   0.2   0.0   0.0  99.8   0.0    1    322    259   0.00E  47.00  47.00\
14:30:33   0.0   0.0   0.5  99.5   0.0    1    571    639   0.00E  47.00  47.00\
14:30:34   0.0   0.0   0.2  99.8   0.0    1    157    142   0.00E  47.00  47.00\
14:30:35   0.0   0.0   0.3  99.7   0.0    1    147    132   0.00E  47.00  46.00\
14:30:36   0.0   0.0   0.3  99.7   0.0    1    308    241   0.00E  47.00  47.00\
14:30:37   0.2   0.0   0.2  99.5   0.0    1    291    254   0.00E  47.00  47.00\
14:30:38   0.0   0.0   0.2  99.8   0.0    1    161    147   0.00E  47.00  47.00\
14:30:39   0.2   0.0   0.2  99.5   0.0    1    141    118   0.00E  47.00  47.00\
14:30:40   0.0   0.0   0.0 100.0   0.0    2    146    137   0.00E  47.00  47.00\
14:30:41   0.2   0.0   0.5  99.0   0.2    2    366    297   0.00E  47.00  47.00\
14:30:42   0.0   0.0   0.2  99.8   0.0    2    709    478   0.00E  47.00  47.00\
14:30:43   0.0   0.0   0.5  99.5   0.0    2    159    143   0.00E  47.00  47.00\
14:30:44   0.0   0.0   0.2  99.8   0.0    2    148    155   0.00E  47.00  47.00\
14:30:45   0.2   0.0   0.0  99.5   0.2    2    225    188   0.00E  47.00  47.00\
