rover08:~ $ powerstat -z -t 1 1400
Running for 1400.0 seconds (1400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
09:52:03  12.8   0.0   1.8  85.4   0.0    1   1940   1982   0.00E  58.00  57.00
09:52:04  26.0   0.0   3.0  70.8   0.2    2   5585   3523   0.00E  59.00  58.00
09:52:05  22.9   0.0   1.8  75.4   0.0    1   4936   3223   0.00E  58.00  58.00
09:52:06  21.9   0.0   2.6  75.5   0.0    1   5962   3706   0.00E  58.00  58.00
09:52:07  20.4   0.0   3.6  76.1   0.0    1   5433   3354   0.00E  59.00  58.00
09:52:08  20.4   0.0   2.8  76.7   0.0    1   5146   3314   0.00E  59.00  58.00
09:52:09  20.3   0.0   2.8  76.9   0.0    1   5340   3564   0.00E  59.00  58.00
09:52:10  20.4   0.0   1.0  78.6   0.0    1   5147   3375   0.00E  59.00  58.00
09:52:11  22.3   0.0   1.3  76.4   0.0    1   6122   4192   0.00E  59.00  58.00
09:52:12  21.1   0.0   1.3  77.5   0.0    1   5493   3433   0.00E  59.00  58.00
09:52:13  20.8   0.0   1.0  78.1   0.0    1   5407   3363   0.00E  59.00  58.00
09:52:14  21.3   0.0   1.3  77.4   0.0    1   5232   3506   0.00E  59.00  58.00
09:52:15  22.0   0.0   2.3  75.6   0.0    1   5201   3430   0.00E  59.00  58.00
09:52:16  21.9   0.0   2.1  76.0   0.0    1   5967   4146   0.00E  59.00  58.00
09:52:17  21.0   0.0   0.5  78.5   0.0    1   5158   3326   0.00E  59.00  58.00
09:52:18  15.3   0.0   2.0  82.7   0.0    1   2318   1689   0.00E  58.00  58.00
09:52:19   0.2   0.0   0.2  99.5   0.0    1    251    217   0.00E  58.00  58.00
09:52:20   0.0   0.0   0.0 100.0   0.0    1    143    132   0.00E  58.00  57.00
09:52:21   0.2   0.0   0.2  99.2   0.2    1    974    904   0.00E  57.00  57.00
09:52:22   0.0   0.0   0.3  99.7   0.0    1    118    111   0.00E  57.00  57.00
09:52:23   0.0   0.0   0.0 100.0   0.0    1    155    142   0.00E  57.00  57.00
09:52:24   0.2   0.0   0.2  99.5   0.0    1    338    283   0.00E  57.00  57.00
09:52:25   0.0   0.0   0.3  99.7   0.0    1    157    147   0.00E  57.00  57.00
09:52:26   0.0   0.0   0.0 100.0   0.0    1    772    745   0.00E  57.00  57.00
09:52:27   0.2   0.0   0.2  99.5   0.0    1    129    116   0.00E  57.00  56.00
09:52:28   0.0   0.0   0.2  99.5   0.2    1    156    130   0.00E  57.00  56.00
09:52:29   0.0   0.0   0.0 100.0   0.0    1    281    218   0.00E  57.00  56.00
09:52:30   0.0   0.0   0.3  99.7   0.0    1    242    174   0.00E  56.00  56.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
09:52:31   0.2   0.0   0.0  99.8   0.0    1    636    535   0.00E  57.00  56.00
09:52:32   0.0   0.0   0.3  99.7   0.0    1    128    111   0.00E  57.00  56.00
09:52:33   0.0   0.0   0.0 100.0   0.0    1    155    140   0.00E  57.00  56.00
09:52:34   0.0   0.0   0.3  99.7   0.0    1    215    179   0.00E  56.00  56.00
09:52:35   0.2   0.0   0.0  99.8   0.0    1    119     95   0.00E  56.00  56.00
09:52:36   0.0   0.0   0.2  99.8   0.0    1    314    246   0.00E  56.00  56.00
09:52:37   0.0   0.0   0.0 100.0   0.0    1    155    135   0.00E  56.00  56.00
09:52:38   0.0   0.0   0.3  99.7   0.0    1    133    106   0.00E  56.00  56.00
09:52:39   0.2   0.0   0.2  99.5   0.0    1    227    188   0.00E  56.00  56.00
09:52:40   0.0   0.0   0.2  99.8   0.0    1    130    105   0.00E  56.00  56.00
09:52:41   0.0   0.0   0.3  99.7   0.0    1    235    199   0.00E  56.00  56.00
