  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
09:30:56   0.0   0.0   0.5  99.5   0.0    1    152    150   0.00E  45.00  45.00
09:30:56   0.0   0.0   0.5  99.5   0.0    1    596    564   0.00E  46.00  45.00
09:30:57   0.0   0.0   0.0 100.0   0.0    1    220    204   0.00E  46.00  45.00
09:30:57   1.0   0.0   2.5  96.5   0.0    2    828    634   0.00E  46.00  45.00
09:30:58   1.6   0.0   4.2  94.3   0.0    1  30126  23974   0.00E  46.00  46.00
09:30:58   0.5   0.0   3.6  95.8   0.0    1  30962  23378   0.00E  46.00  46.00
09:30:59   1.0   0.0   3.1  95.8   0.0    1  30630  22476   0.00E  46.00  46.00
09:30:59   1.0   0.0   4.6  94.4   0.0    1  30934  21118   0.00E  46.00  46.00
09:31:00   0.5   0.0   4.1  95.3   0.0    1  31078  22782   0.00E  46.00  46.00
09:31:00   0.5   0.0   4.2  95.3   0.0    1  31078  20538   0.00E  46.00  46.00
09:31:01   0.0   0.0   3.2  96.3   0.5    1  30764  22862   0.00E  46.00  46.00
09:31:01   0.5   0.0   3.6  95.8   0.0    1  31572  23110   0.00E  46.00  46.00
09:31:02   0.0   0.0   3.7  96.3   0.0    2  30692  20622   0.00E  46.00  46.00
09:31:02   0.5   0.0   3.1  96.3   0.0    1  30742  20340   0.00E  46.00  46.00
09:31:03   0.5   0.0   5.2  94.3   0.0    2  31420  21872   0.00E  46.00  46.00
09:31:03   0.0   0.0   4.2  95.8   0.0    1  30808  22286   0.00E  46.00  46.00
09:31:04   1.5   0.0   3.6  94.8   0.0    1  30876  22758   0.00E  46.00  46.00
09:31:04   1.0   0.0   4.7  94.3   0.0    2  31222  23564   0.00E  46.00  46.00
09:31:05   0.5   0.0   2.6  96.8   0.0    1  30786  24558   0.00E  46.00  46.00
09:31:05   0.5   0.0   3.1  96.3   0.0    2  31304  22402   0.00E  46.00  46.00
09:31:06   4.7   0.0   5.8  89.0   0.5    2  31452  23448   0.00E  47.00  46.00
09:31:06   3.7   0.0   3.1  93.2   0.0    2  31976  22022   0.00E  46.00  46.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
09:31:07   1.0   0.0   4.6  94.4   0.0    1  30612  21428   0.00E  46.00  46.00
09:31:07   1.6   0.0   3.1  95.3   0.0    1  31184  22806   0.00E  46.00  46.00
09:31:08   5.8   0.0   6.3  87.8   0.0    1  31934  24054   0.00E  46.00  46.00
09:31:08   1.6   0.0   5.2  93.2   0.0    1  30568  23756   0.00E  46.00  46.00
09:31:09   1.0   0.0   3.6  95.3   0.0    1  30772  23152   0.00E  46.00  46.00
09:31:09   0.5   0.0   4.1  95.3   0.0    1  31000  24136   0.00E  46.00  46.00
09:31:10   0.0   0.0   3.7  96.3   0.0    1  31260  23968   0.00E  46.00  46.00
09:31:10   0.5   0.0   4.2  95.3   0.0    1  30660  23696   0.00E  46.00  46.00
09:31:11   0.5   0.0   4.7  94.8   0.0    1  31474  24732   0.00E  46.00  46.00
09:31:11   1.0   0.0   5.1  93.8   0.0    1  31800  24192   0.00E  46.00  46.00
09:31:12   1.1   0.0   2.6  96.3   0.0    1  31538  21186   0.00E  46.00  46.00
09:31:12   0.5   0.0   4.1  95.3   0.0    1  30860  22262   0.00E  46.00  46.00
09:31:13   1.0   0.0   4.6  93.8   0.5    2  30980  22176   0.00E  47.00  46.00
09:31:13   0.5   0.0   2.6  96.9   0.0    1  20254  14800   0.00E  46.00  46.00
09:31:14   0.0   0.0   0.5  99.5   0.0    1     96    102   0.00E  46.00  46.00
09:31:14   0.0   0.0   0.5  99.5   0.0    1    114    118   0.00E  46.00  46.00
09:31:15   0.0   0.0   0.0 100.0   0.0    1    116    132   0.00E  46.00  46.00
09:31:15   0.0   0.0   0.0 100.0   0.0    1     76     76   0.00E  46.00  46.00
09:31:16   0.0   0.0   0.5  99.5   0.0    1    136    106   0.00E  46.00  46.00
09:31:16   0.0   0.0   0.0 100.0   0.0    1   1292   1262   0.00E  46.00  46.00
09:31:17   0.0   0.0   0.5  99.5   0.0    1    252    230   0.00E  46.00  46.00
09:31:17   0.0   0.0   0.0 100.0   0.0    1     88    126   0.00E  46.00  46.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
09:31:18   0.0   0.0   0.0 100.0   0.0    1    300    266   0.00E  46.00  46.00
09:31:18   0.0   0.0   0.5  99.5   0.0    1    540    608   0.00E  46.00  46.00
09:31:19   0.0   0.0   0.5  99.5   0.0    1    732    690   0.00E  46.00  46.00
09:31:19   0.5   0.0   0.5  99.0   0.0    1    798    760   0.00E  46.00  46.00
09:31:20   0.5   0.0   0.5  99.0   0.0    1    642    458   0.00E  46.00  46.00
09:31:20   0.0   0.0   0.0 100.0   0.0    1    254    248   0.00E  46.00  46.00
09:31:21   0.0   0.0   0.0 100.0   0.0    1    682    534   0.00E  46.00  46.00
09:31:21   0.0   0.0   0.0 100.0   0.0    2   1328   1276   0.00E  46.00  46.00
09:31:22   0.0   0.0   0.5  99.5   0.0    1    326    316   0.00E  46.00  46.00
09:31:22   0.0   0.0   0.5  99.5   0.0    1    858    810   0.00E  46.00  46.00
09:31:23   0.0   0.0   0.0 100.0   0.0    1    870    758   0.00E  46.00  46.00
09:31:23   0.0   0.0   0.0 100.0   0.0    1    452    450   0.00E  46.00  46.00
09:31:24   0.0   0.0   0.5  99.0   0.5    1    244    210   0.00E  46.00  46.00
09:31:24   0.0   0.0   0.5  99.5   0.0    1    642    594   0.00E  46.00  46.00
09:31:25   0.0   0.0   0.0 100.0   0.0    1    576    538   0.00E  46.00  46.00
09:31:25   0.0   0.0   0.0 100.0   0.0    1    296    282   0.00E  46.00  46.00
09:31:26   0.0   0.0   0.5  99.5   0.0    1    332    280   0.00E  46.00  46.00
09:31:26   0.5   0.0   0.0  99.5   0.0    1   1298   1238   0.00E  46.00  46.00
09:31:27   0.0   0.0   0.5  99.5   0.0    1    572    522   0.00E  46.00  46.00
