  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
11:28:26   0.0   0.0   0.0 100.0   0.0    1   1094    936   0.00E  45.00  45.00
11:28:27   0.0   0.0   0.5  99.5   0.0    1    316    264   0.00E  45.00  45.00
11:28:27   1.5   0.0   4.5  90.9   3.0    1   1236    994   0.00E  46.00  45.00
11:28:28   9.3   0.0   9.3  65.3  16.1    2  29874  21546   0.00E  46.00  45.00
11:28:28   5.3   0.0   6.8  77.9  10.0    1  34002  25140   0.00E  46.00  46.00
11:28:29   3.2   0.0   4.2  92.1   0.5    2  30912  24162   0.00E  46.00  46.00
11:28:29   8.5   0.0   4.8  85.6   1.1    2  31382  24468   0.00E  46.00  46.00
11:28:30  19.8   0.0   4.2  76.0   0.0    1  36492  25428   0.00E  47.00  46.00
11:28:30  17.7   0.0   6.8  75.5   0.0    3  36762  26356   0.00E  48.00  46.00
11:28:31  18.0   0.0   5.3  76.7   0.0    1  36474  27258   0.00E  48.00  47.00
11:28:31  17.6   0.0   6.2  76.2   0.0    1  37296  26616   0.00E  48.00  47.00
11:28:32  19.1   0.0   2.7  78.2   0.0    1  36692  25398   0.00E  48.00  47.00
11:28:32  17.2   0.0   7.3  75.5   0.0    2  36354  24864   0.00E  48.00  47.00
11:28:33  17.5   0.0   5.3  77.2   0.0    1  36512  24384   0.00E  48.00  47.00
11:28:33  18.3   0.0   4.2  77.0   0.5    1  36726  27254   0.00E  48.00  47.00
11:28:34  19.2   0.0   4.1  76.7   0.0    1  37332  25252   0.00E  48.00  47.00
11:28:34  18.8   0.0   4.2  77.1   0.0    2  36404  27144   0.00E  48.00  47.00
11:28:35  18.8   0.0   4.7  76.6   0.0    2  36664  24786   0.00E  48.00  47.00
11:28:35  18.3   0.0   4.2  77.5   0.0    2  36588  25652   0.00E  49.00  47.00
11:28:36  17.7   0.0   6.8  75.5   0.0    2  36148  27462   0.00E  49.00  47.00
11:28:36  17.3   0.0   5.8  77.0   0.0    1  37444  27764   0.00E  49.00  48.00
11:28:37  19.4   0.0   3.7  77.0   0.0    1  36760  24852   0.00E  49.00  48.00
11:28:37  18.4   0.0   3.7  77.9   0.0    1  36664  27284   0.00E  49.00  48.00
11:28:38  16.6   0.0   6.4  77.0   0.0    2  36474  25594   0.00E  49.00  48.00
11:28:38  16.8   0.0   7.3  75.9   0.0    2  36778  27158   0.00E  49.00  48.00
11:28:39  18.8   0.0   3.7  77.5   0.0    3  36138  24694   0.00E  49.00  48.00
11:28:39  18.4   0.0   3.7  77.9   0.0    1  36686  27344   0.00E  49.00  48.00
11:28:40  19.8   0.0   6.1  74.1   0.0    1  36222  25820   0.00E  49.00  48.00
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th
11:28:40  16.3   0.0   7.4  76.3   0.0    2  36374  26460   0.00E  49.00  48.00
11:28:41  18.9   0.0   4.2  76.8   0.0    1  37038  26154   0.00E  49.00  48.00
11:28:41  18.1   0.0   5.2  76.7   0.0    2  37730  24952   0.00E  49.00  48.00
11:28:42  18.3   0.0   5.2  76.4   0.0    2  36408  24694   0.00E  49.00  48.00
11:28:42  18.9   0.0   3.2  77.9   0.0    1  36474  25864   0.00E  49.00  48.00
11:28:43  18.8   0.0   4.2  77.1   0.0    1  36570  26530   0.00E  49.00  48.00
11:28:43   8.7   0.0   4.1  86.7   0.5    1  17764  12914   0.00E  48.00  48.00
11:28:44   0.0   0.0   0.5  99.5   0.0    1    126    116   0.00E  48.00  48.00
11:28:44   0.0   0.0   0.0 100.0   0.0    1    446    474   0.00E  48.00  48.00
